delta_deg,model,chi2,k,eps12,eps23,eps13,theta12_deg,theta23_deg,theta13_deg,s12sq,s23sq,s13sq
294.0,M_free23+free13,3.0360000004190426,3,-0.049388048381760925,-0.06248903533870931,0.0017616730992613874,33.522750298949504,42.18799340975807,8.588208007900558,0.3049999999943093,0.45100000000000073,0.02229999999968795
295.0,M_free23+free13,3.125000000420052,3,-0.04938804838176101,-0.06248903533871019,0.0017616730992422187,33.522750298949504,42.187993409758036,8.588208007900395,0.3049999999943093,0.45099999999999996,0.022299999999687105
296.0,M_free23+free13,3.2140000003917493,3,-0.04938804837724827,-0.06248903534634035,0.0017616731063194151,33.522750299108644,42.18799340941468,8.58820800796107,0.3049999999968667,0.45099999999403617,0.02229999999999983
297.0,M_free23+free13,3.303000000420052,3,-0.049388048381760884,-0.062489035338710246,0.0017616730992421792,33.522750298949504,42.187993409758036,8.588208007900395,0.3049999999943093,0.45099999999999996,0.022299999999687105
300.0,M_free23+free13,3.570000000419032,3,-0.04938804838176112,-0.06248903533871009,0.0017616730992611217,33.5227502989495,42.18799340975804,8.588208007900556,0.3049999999943092,0.4510000000000001,0.022299999999687934
304.0,M_free23+free13,3.958000000419029,3,-0.04938804838176093,-0.06248903533871024,0.001761673099261148,33.522750298949504,42.187993409758036,8.588208007900556,0.3049999999943093,0.45099999999999996,0.022299999999687934
305.0,M_free23+free13,4.055000000419008,3,-0.04938804838176079,-0.062489035338710225,0.0017616730992614231,33.52275029894951,42.187993409758036,8.588208007900558,0.3049999999943093,0.45099999999999996,0.02229999999968795
306.0,M_free23+free13,4.152000000287541,3,-0.049388048444972604,-0.06248903533871007,0.001761673108256682,33.52275029672039,42.18799340975804,8.588208007977677,0.3049999999584846,0.4510000000000001,0.02230000000008543
310.0,M_free23+free13,4.540000000421083,3,-0.04938804838176097,-0.06248903533870989,0.00176167309922355,33.522750298949504,42.18799340975805,8.588208007900235,0.3049999999943093,0.45100000000000023,0.022299999999686276
312.0,M_free23+free13,4.750000000419019,3,-0.04938804838176101,-0.06248903533871048,0.0017616730992613277,33.522750298949504,42.18799340975802,8.588208007900558,0.3049999999943093,0.4509999999999998,0.02229999999968795
315.0,M_free23+free13,5.065000000413948,3,-0.04938804838111057,-0.06248903533871009,0.0017616730993137352,33.52275029897244,42.18799340975804,8.588208007901008,0.3049999999946779,0.4510000000000001,0.022299999999690262
318.0,M_free23+free13,5.380000000419046,3,-0.04938804838176108,-0.06248903533870995,0.001761673099260843,33.522750298949504,42.18799340975805,8.588208007900555,0.3049999999943093,0.45100000000000023,0.022299999999687927
320.0,M_free23+free13,5.5900000004190185,3,-0.049388048381760856,-0.062489035338710565,0.001761673099261231,33.52275029894951,42.18799340975802,8.588208007900558,0.3049999999943093,0.4509999999999998,0.02229999999968795
324.0,M_free23+free13,6.030000000419016,3,-0.049388048381761064,-0.062489035338710024,0.0017616730992613802,33.522750298949504,42.18799340975805,8.588208007900558,0.3049999999943093,0.45100000000000023,0.02229999999968795
325.0,M_free23+free13,6.1400000004190085,3,-0.04938804838176097,-0.06248903533871019,0.0017616730992614182,33.522750298949504,42.187993409758036,8.588208007900558,0.3049999999943093,0.45099999999999996,0.02229999999968795
328.0,M_free23+free13,6.470000000419009,3,-0.049388048381760884,-0.06248903533871015,0.001761673099261421,33.522750298949504,42.187993409758036,8.588208007900558,0.3049999999943093,0.45099999999999996,0.02229999999968795
330.0,M_free23+free13,6.690000000419008,3,-0.049388048381760946,-0.06248903533871017,0.0017616730992613852,33.522750298949504,42.187993409758036,8.588208007900558,0.3049999999943093,0.45099999999999996,0.02229999999968795
333.0,M_free23+free13,7.032000000401478,3,-0.04938804837877703,-0.06248903532953415,0.0017616731063232406,33.52275029905473,42.187993410170954,8.5882080079611,0.30499999999600036,0.45100000000717205,0.022299999999999997
335.0,M_free23+free13,7.260000000263141,3,-0.04938804838262107,-0.06248903534333759,0.001761673106323057,33.52275029891917,42.187993409549804,8.5882080079611,0.30499999999382177,0.4509999999963831,0.022299999999999986
336.0,M_free23+free13,7.374000000365387,3,-0.04938804838221199,-0.062489035330695455,0.0017616731063231485,33.522750298933595,42.18799341011869,8.5882080079611,0.30499999999405364,0.4510000000062644,0.022299999999999997
340.0,M_free23+free13,7.830000000413111,3,-0.04938804837945947,-0.062489035338709975,0.0017616730992262722,33.52275029903067,42.18799340975805,8.588208007900256,0.3049999999956136,0.45100000000000023,0.022299999999686394
342.0,M_free23+free13,8.06400000022462,3,-0.04938804841004334,-0.062489035338710155,0.0017616731110659972,33.52275029795214,42.187993409758036,8.588208008001759,0.3049999999782805,0.45099999999999996,0.022300000000209555
344.0,M_free23+free13,8.298000000419009,3,-0.04938804838176101,-0.06248903533871015,0.0017616730992613776,33.522750298949504,42.187993409758036,8.588208007900558,0.3049999999943093,0.45099999999999996,0.02229999999968795
345.0,M_free23+free13,8.415000000419006,3,-0.04938804838176102,-0.06248903533870992,0.001761673099261505,33.522750298949504,42.18799340975805,8.58820800790056,0.3049999999943093,0.45100000000000023,0.02229999999968796
348.0,M_free23+free13,8.766000000419016,3,-0.04938804838176091,-0.06248903533870999,0.001761673099261413,33.522750298949504,42.18799340975805,8.588208007900558,0.3049999999943093,0.45100000000000023,0.02229999999968795
350.0,M_free23+free13,9.000000000379481,3,-0.0493880483839702,-0.06248903534562508,0.001761673106322765,33.5227502988716,42.18799340944686,8.588208007961098,0.30499999999305727,0.4509999999945952,0.02229999999999998
351.0,M_free23+free13,9.10000000016372,3,-0.04938804841632386,-0.06248903533871022,0.0017616731061024346,33.52275029773067,42.187993409758036,8.588208007959208,0.30499999997472094,0.45099999999999996,0.022299999999990237
352.0,M_free23+free13,9.40000000025391,3,-0.049388048382434394,-0.062489035333424245,0.0017616731063228083,33.52275029892576,42.187993409995904,8.588208007961098,0.3049999999939277,0.45100000000413154,0.02229999999999998
354.0,M_free23+free13,10.60000000041901,3,-0.0493880483817609,-0.0624890353387101,0.0017616730992613516,33.522750298949504,42.18799340975804,8.588208007900558,0.3049999999943093,0.4510000000000001,0.02229999999968795
355.0,M_free23+free13,11.500000000270646,3,-0.049388048383130656,-0.06248903534345605,0.0017616731063235132,33.52275029890121,42.187993409544475,8.588208007961102,0.30499999999353306,0.45099999999629053,0.022300000000000004
